Document Title,Authors,Publication Year,DOI,PDF Link,Keywords,Abstract,Venue
"""Gesture Recognition Based on Sparse Reconstruction""",A. Aitimov; C. Turan; Z. Duisebekov;,2018,10.1109/ICECCO.2018.8634687,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8634687,Gesture recognition;sparse representation classifier;recognition rate;,"""Due to the variety of feature extractions and classifiers, many different algorithms have been proposed for gesture recognition. In this paper, we work to increase the recognition performance in terms of recognition rate and execution time by using recently proposed modified sparse representation classifier based on intensity of images. Sparsity based classifier is compared with two conventional ones as K-nearest neighbor and random forest classifiers on gesture recognition. Simulation results showed that, our recognition algorithm based on sparsity has a higher performance than that of the others for both recognition rate and execution time.""",2018 14th International Conference on Electronics Computer and Computation (ICECCO)
"""Dynamic Texture Comparison Using Derivative Sparse Representation: Application to Video-Based Face Recognition""",F. Hajati; M. Tavakolian; S. Gheisari; Y. Gao; A. S. Mian;,2017,10.1109/THMS.2017.2681425,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7898817,Directional derivative;dynamic texture;Grassmann manifold;high-order pattern;sparse representation;spatiotemporal;,"""Video-based face, expression, and scene recognition are fundamental problems in human-machine interaction, especially when there is a short-length video. In this paper, we present a new derivative sparse representation approach for face and texture recognition using short-length videos. First, it builds local linear subspaces of dynamic texture segments by computing spatiotemporal directional derivatives in a cylinder neighborhood within dynamic textures. Unlike traditional methods, a nonbinary texture coding technique is proposed to extract high-order derivatives using continuous circular and cylinder regions to avoid aliasing effects. Then, these local linear subspaces of texture segments are mapped onto a Grassmann manifold via sparse representation. A new joint sparse representation algorithm is developed to establish the correspondences of subspace points on the manifold for measuring the similarity between two dynamic textures. Extensive experiments on the Honda/UCSD, the CMU motion of body, the YouTube, and the DynTex datasets show that the proposed method consistently outperforms the state-of-the-art methods in dynamic texture recognition, and achieved the encouraging highest accuracy reported to date on the challenging YouTube face dataset. The encouraging experimental results show the effectiveness of the proposed method in video-based face recognition in human-machine system applications.""",IEEE Transactions on Human-Machine Systems
"""Heart Rate Detection From Facial Videos Using A Frequencyconstrained Multilayer Sparse Coding""",X. Liu; X. Yang; D. Wang; S. Fang;,2020,10.1109/ICIP40778.2020.9191243,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9191243,imaging Photoplethysmography;multilayer sparse coding;dictionary learning;,"""Imaging photoplethysmography (iPPG) can be used to detect heart rates from facial videos. However, it is sensitive to motion disturbances in realistic environments. To address this problem, a frequency-constrained multilayer sparse coding (FCMSC) algorithm is proposed in this paper. Specifically, FCMSC learns a dictionary about iPPG signals from a large set of clean iPPG signals in the training phase, and then reconstructs distorted iPPG signals with the learned dictionary in the testing phase. Compared to previous methods, FCMSC has stronger learning power due to its multilayer structure and better generalization ability because of its frequency constraint. A total of 3630 clips are cut out from the MAHNOB-HCI (a public video dataset) to train and test FCMSC. Experimental results show that FCMSC outperforms state-of-the-art methods in extracting heart rates from facial videos involving motion disturbances.""",2020 IEEE International Conference on Image Processing (ICIP)
"""A Computationally Efficient Neural Video Compression Accelerator Based on a Sparse CNN-Transformer Hybrid Network""",S. Zhang; W. Mao; H. Shi; Z. Wang;,2024,10.23919/DATE58400.2024.10546891,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10546891,Neural video compression;CNN-Transformer;fast algorithm;pruning;hardware accelerator;,"""Video compression is widely used in digital television, surveillance systems, and virtual reality. Real-time video decoding is crucial in practical scenarios. Recently, neural video compression (NVC) combines traditional coding with deep learning, achieving impressive compression efficiency. Nevertheless, the NVC models involve high computational costs and complex memory access patterns, challenging real-time hardware implementations. To relieve this burden, we propose an algorithm and hardware co-design framework named NVCA for video decoding on resource-limited devices. Firstly, a CNN-Transformer hybrid network is developed to improve compression performance by capturing multi-scale non-local features. In addition, we propose a fast algorithm-based sparse strategy that leverages the dual advantages of pruning and fast algorithms, sufficiently reducing computational complexity while maintaining video compression efficiency. Secondly, a reconfigurable sparse computing core is designed to flexibly support sparse convolutions and deconvolutions based on the fast algorithm-based sparse strategy. Furthermore, a novel heterogeneous layer chaining dataflow is incorporated to reduce off-chip memory traffic stemming from extensive inter-frame motion and residual information. Thirdly, the overall architecture of NVCA is designed and synthesized in TSMC 28nm CMOS technology. Extensive experiments demonstrate that our design provides superior coding quality and up to 22.7x decoding speed improvements over other video compression designs. Meanwhile, our design achieves up to 2.2x improvements in energy efficiency compared to prior accelerators.""","2024 Design, Automation & Test in Europe Conference & Exhibition (DATE)"
"""A Sparsity-Assisted Fault Diagnosis Method Based on Nonconvex Sparse Regularization""",Y. Niu; J. Fei;,2021,10.1109/ACCESS.2021.3073072,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9404164,Fault diagnosis;sparse representation;generalized minimax-concave (GMC) penalty;fault feature extraction;,"""Sparse representation theory can be adopted for fault feature extraction and classification. Inspired by these two capabilities of sparse representation theory, this paper proposes a novel collaborative sparsity-assisted fault diagnosis (CSFD) method. Specifically, due to the repeatability and sparsity of fault feature signal in the whole signal, the feature extraction capability of sparse representation is utilized to extract fault features and construct a feature matrix. Subsequently, owing to the sparsity of fault classification problem itself, the classification capability of sparse representation is employed to achieve fault classification. Moreover, fault feature extraction is a key issue for fault diagnosis. Therefore, in order to improve the effectiveness of fault feature extraction, a RC-adjustment strategy with the ability to adaptively adjust regularization parameter is designed to assist the generalized minimax-concave (GMC) penalty for feature extraction. The advantage of the GMC penalty is that it can establish a nonconvex sparse regularization model with convex optimization solution. Finally, the proposed CSFD method is tested and verified by Case Western Reserve University (CWRU) bearing dataset and actual engineering dataset. Especially, the diagnostic accuracy of this method can reach 99.92%, which is nearly 7.68% higher than the traditional method based on L1 norm penalty. Enormous experiment results have thoroughly demonstrated the effectiveness of the proposed CSFD method for fault diagnosis.""",IEEE Access
"""The Unique Challenges of Testing Specialized Network-Based Data Acquisition Systems""",S. A. Kilpatrick; T. A. Newton;,2014,10.1109/AUTEST.2014.6935151,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6935151,Network;network-based;Ethernet;data acquisition system;system testing;,"""The increasing speeds and decreasing prices of network equipment have spurred much interest in applying networks to many different types of systems. A wide range of network protocols and tools already exist making its application attractive. Over the last decade, there has been a noticeable shift to introduce Internet Protocol (IP) networks into new areas such as data acquisition systems. These modern network-based test systems are composed of a large number of recognizable devices such as switches, routers, and recorders. While these networks contain components familiar to most, common enterprise network test tools are not always sufficient to test these specialized systems. Typically, these specialized network-centric data systems require tighter timing accuracies, shorter latency windows, and little to no acceptable packet loss. The unique features of IP networks present testing challenges that must be addressed to provide reliable verification of the data acquisition system. Packet latency, delay, jitter, and loss are all factors that must be accounted for. Intentionally introducing these types of impairments to the data system are essential in any full, end-toend system test. It is not only important to produce these types of errors, but to mimic the conditions that will exist in the real system and reliably reproduce them at any time. This paper describes the shortcomings of those common network tools for testing specialized network-based data acquisition systems and the custom workarounds that were necessary to provide the test capabilities that we required. We will share some of our lessons learned from real-life examples of testing specialized network equipment for a flight-test data acquisition system that would apply to any network-centric data system. The paper will also describe a portion of our lab setup that allows us to rapidly reconfigure test networks and deploy custom simulation tools to support multiple types of data acquisition systems simultaneously.""",2014 IEEE AUTOTEST
"""Defect Detection From Compressed 3-D Ultrasonic Frequency Measurements""",S. Semper; J. Kirchhof; C. Wagner; F. Krieg; F. Roemer; G. Del Galdo;,2019,10.23919/EUSIPCO.2019.8903133,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8903133,3D ultrasonic imaging;Sparse Signal Recovery;Compressive Sensing;SAFT;,"""In this paper, we propose a compressed sensing scheme for volumetric synthetic aperture measurements in ultrasonic nondestructive testing. The compression is achieved by limiting the measurement to a subset of the Fourier coefficients of the full measurement data, where we also address the issue of a suitable hardware architecture for the task. We present a theoretic analysis for one of the proposed schemes in terms of the Restricted Isometry Property and derive a scaling law for the lower bound of the number of necessary measurements for stable and efficient recovery. We verify our approach with reconstructions from measurement data of a steel specimen that was compressed synthetically in software. As a side result, our approach yields a variant of the 3-D Synthetic Aperture Focusing Technique which can deal with compressed data.""",2019 27th European Signal Processing Conference (EUSIPCO)
"""Retraction Notice: Instant Kirlian diagnostic system (IKiDs). A unique form of diagnosis""",V. Soultanov; J. Charalambous; E. White; D. Sapunar;,1998,10.1109/ICBEM.1998.10350032,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10350032,;,"""Medicine has long been challenged to detect disease before it can do irreversible damage, usually by means of invasive tests after the presentation of symptoms. This paper introduces a unique diagnostic tool, the Instant Kirlian Diagnostic System (IKiDS) which derives from the work of the Kirlians of Russia in 1939. It delineates both the disease process and its energetic precursors in the human energy field, allowing for treatment and lifestyle changes before real damage occurs. IKiDS utilises a sensor, high voltage electronics and computer software to ""capture"" an energy discharge from the fingertips which contains valuable diagnostic information. The research summary is based on analysis of over 1000 sets of prints. Whilst some diagnostic puzzles remain, it is clear that IKiDS has impressive diagnostic and evaluative capabilities. Furthermore, it is accurate, user friendly and offers a complete picture of the physical, mental and emotional condition in ""real time"". Future research directions are indicated.""",Proceedings of the 2nd International Conference on Bioelectromagnetism (Cat. No.98TH8269)
"""Improved OMP selecting sparse representation used with face recognition""",J. Zhang; K. Yan; Z. He;,2014,10.1109/ICSESS.2014.6933637,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6933637,orthogonal matching pursuit;sparse representation;image classification;,"""With the worldwide strengthening of anti-terrorism and other identity verification, the products based on face recognition are used in real life more and more. The recognition as an important ways has become the focus of academic research in the world. Face recognition accuracy can be improved by increasing the number of training samples, but increasing number will result in a large computing complexity. In recent years, the sparse representation becomes hot in face recognition. In this paper, we propose an energy constraint orthogonal matching pursuit (ECOMP) algorithm for sparse representation in face recognition. It selects a few training samples and hierarchical structure for face recognition. In this method, we re-select training samples by ECOMP, calculate the weight of all the selected training samples and find the sparse training samples which can recover the test sample. While the AR and the ORL database experimental results show that this method has better performance than other identification methods.""",2014 IEEE 5th International Conference on Software Engineering and Service Science
"""Global Overcomplete Dictionary-Based Sparse and Nonnegative Collaborative Representation for Hyperspectral Target Detection""",C. Li; D. Zhu; C. Wu; B. Du; L. Zhang;,2024,10.1109/TGRS.2024.3381719,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10478971,Collaborative representation;hyperspectral imagery (HSI);sparse representation;target detection;,"""The combined sparse and collaborative representation (CSCR)-based algorithm is one of the most effective methods among hyperspectral target detection (HTD) methods based on representation and dictionary learning. It encourages target atoms to compete with each other and background atoms to collaborate in the representation. However, this method suffers from several drawbacks. In sparse representation, an overcomplete dictionary is necessary, whereas, in collaborative representation, nonnegative coefficients are required. Besides, the local dual window approach may result in impure background dictionaries obtained from the outer window. To address these issues, we propose a novel approach for HTD, referred to as the global overcomplete dictionary-based sparse and nonnegative collaborative representation (GODSNCR) detector. First, a hierarchical density clustering algorithm is used to complete the dictionary atom extraction to construct a joint overcomplete dictionary to satisfy the dictionary overcompleteness problem required for sparse representation. Second, a nonnegative constraint on the coefficient matrix and a “sum to one” constraint for the joint representation are incorporated to make it more consistent with the physical meaning. Finally, the limitation of the local dual window approach is overcome by substituting the local background dictionary with a global background dictionary. Through the aforementioned strategies, we can use a joint overcomplete dictionary for achieving the sparse representation of targets and utilize a global background dictionary for the collaborative representation of background, the final detection results are obtained by calculating the residuals. The experimental results clearly demonstrate that the proposed algorithm has significant improvement in detection accuracy and strong robustness compared to other typical representation-based HTD methods. Our model will be available at https://github.com/Chenxing-Li/GODSNCR.""",IEEE Transactions on Geoscience and Remote Sensing
"""Parallel Algorithms for Testing Finite State Machines:Generating UIO Sequences""",R. M. Hierons; U. C. Türker;,2016,10.1109/TSE.2016.2539964,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7429774,Software engineering/software/program verification;software engineering/testing and debugging;software engineering/test design;finite state machine;unique input output sequence generation;general purpose graphics processing units;,"""This paper describes an efficient parallel algorithm that uses many-core GPUs for automatically deriving Unique Input Output sequences (UIOs) from Finite State Machines. The proposed algorithm uses the global scope of the GPU's global memory through coalesced memory access and minimises the transfer between CPU and GPU memory. The results of experiments indicate that the proposed method yields considerably better results compared to a single core UIO construction algorithm. Our algorithm is scalable and when multiple GPUs are added into the system the approach can handle FSMs whose size is larger than the memory available on a single GPU.""",IEEE Transactions on Software Engineering
"""Real-Time Ultrasound Open Platform with an Extendable Number of Channels""",D. Mazierli; A. Ramalli; E. Boni; F. Guidi; P. Tortoli;,2021,10.1109/IUS52206.2021.9593831,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9593831,3-D beamforming;high frame rate imaging;matrix array;multi-channel;open scanner;sparse array;synchronization;ultrasound;,"""Ultrasound open platforms are ideal instruments to experiment innovative modalities in transmission and reception. So far, the high number of channels, involved in applications based on 2-D arrays, has been managed through complex combinations of scanners and personal computers, at the expense of ease of use, portability, and real-time performance. This work presents a new flexible architecture, based on the full (hardware and software) synchronization of multiple ULA-OP 256 scanners, in a Master-Slave architecture, and controlled by a single computer. For the hardware synchronization, a Master scanner provides two digital signals (clock and transmission start) to the Slave scanners, while the software synchronization is managed by two purposely developed MATLAB classes that allow the user to interface the scanners as a single system. To demonstrate the effectiveness of the architecture, a 512-channel prototype, composed of two ULA-OP 256 connected to a host PC and to a sparse array, was implemented and tested through applications that demonstrate the high real-time processing power.""",2021 IEEE International Ultrasonics Symposium (IUS)
"""Epileptic Seizure Detection in EEG Signals Using Discriminative Stein Kernel-Based Sparse Representation""",C. Lei; S. Zheng; X. Zhang; D. Wang; H. Wu; H. Peng; B. Hu;,2022,10.1109/TIM.2021.3137159,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9656882,Discriminative Stein kernel (DSK);electroencephalogram (EEG);seizure detection;sparse representation (SR);symmetric positive definite (SPD) matrix;,"""The automatic seizure detection in electroencephalogram (EEG) signals is crucial for the monitoring, diagnosis, and treatment of epilepsy. In this study, an intelligent detection framework with the discriminative Stein kernel-based sparse representation (DSK-SR) is constructed to distinguish epileptic EEG signals. Specifically, in the scheme of DSK-SR, EEG samples are presented by symmetric positive definite (SPD) matrices in the form of covariance descriptors (CovDs). Taking into account the non-Euclidean geometry of the Riemannian manifold of SPD matrices, the traditional SR in Euclidean space cannot be applied in its original form on the manifold. To this end, the DSK defined on the manifold can permit us to embed the manifold into a high-dimensional reproducing kernel Hilbert space (RKHS) to perform SR. Then, test samples are sparsely coded over the training sets, and the classification decision is performed by assessing which class generates the minimal reconstructed residuals. Eventually, competitive experimental results on three widely recognized EEG datasets against the state-of-the-art methods demonstrate the efficacy of the proposed DSK-SR in identifying epileptic EEG signals, indicating its powerful application potential in the automatic seizure detection.""",IEEE Transactions on Instrumentation and Measurement
"""MRAM Based eFPGAs: Programming and Silicon Flows, Exploration Environments, MRAM Current State in Industry and Its Unique Potentials for FPGAs""",Y. Guillemenet; S. Z. Ahmed; L. Torres; A. Martheley; J. Eydoux; J. -B. Cuelle; L. Rougé; G. Sassatelli;,2009,10.1109/ReConFig.2009.25,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5382021,MRAM;FPGA;non volatility;Dynamic Reconfiguration;,"""The need of non volatility along with the added flexibility of un limited reprogramming like SRAM has lead to the concept of universal memories. MRAM (Magnetoresistive Random Access Memory) is one prominent member of them. At present only Flash is providing a limited bridge for that. Flash based FPGAs have several benefits being non volatile but unfortunately also loose many of the features which are only possible with SRAM based FPGAs. MRAMs have potential to bridge this gap. This paper will present a brief survey of our work in this regard for creating the entire eco system of software and hardware tool flows, MRAM layout work at 120nm, exploration environments to conduct complex experiments especially Dynamic Reconfiguration and Multi Context FPGAs. MRAM opens new opportunities for them compared to SRAM and Flash. It will discuss the current status of MRAM in industry and our current and future test chips road maps. Provide several references to industry and our published work for details about MRAMs and eFPGAs, to show why we think MRAM can be very interesting element for FPGAs.""",2009 International Conference on Reconfigurable Computing and FPGAs
"""Sparse Representation for 3D Face Recognition""",Z. Guo; Y. -y. Fan;,2013,10.1109/WCSE.2013.63,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6754312,3D face recognition;sparse representation;3D overcomplete dictionary;,"""The increasing availability of 3D facial data offers the potential to overcome the difficulties inherent with 2D face recognition, including the sensitivity to illumination conditions and head pose variations. In spite of their rapid development, many 3D face recognition algorithms in the literature still suffer from the intrinsic complexity in representing and processing 3D facial data. In this paper, we propose a novel sparse representation algorithm for 3D face recognition. The innovation of our approach lies in the strategy of constructing 3D over complete dictionary for 3D face such that 3D sparse representation can be directly used for 3D face recognition. We compare the proposed algorithm to six state-of-the-art algorithms in the FRGC2.0 database. Our results show that the proposed algorithm can substantially improve the efficiency of 3D face recognition.""",2013 Fourth World Congress on Software Engineering
"""Infrared Image Super-Resolution by Using Sparse Dictionary and Nonsubsampled Contourlet Transform""",K. Li; W. Wu; X. Yang; Y. Zhang; B. Yan; W. Lu; G. Jeon;,2015,10.1109/AITS.2015.20,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7396444,Infrared Images;Super-Resolution;Dictionary Learning;Sparse representation;NSCT;,"""Due to the limitation of hardware, Infrared (IR) image has low-resolution (LR) and poor visual quality. Infrared image super-resolution (SR) is a good solution for this problem. However, the conventional SR methods have some drawbacks. Firstly, the trained dictionary is an unstructured dictionary, which may lead to worse results. Secondly, the representation of the image is too simple to effectively represent image. To resolve these problems, in this paper, firstly, the sparse dictionary is introduced into the IR image SR to get better results. Secondly, nonsubsampled contour let transform (NSCT) is employed in the proposed method to obtain a better representation of IR image. The experiment results indicate that the subjective visual effect and objective evaluation are acquired excellent performance in the proposed method. Besides, this method is superior to other methods in the paper.""",2015 4th International Conference on Advanced Information Technology and Sensor Application (AITS)
"""Using the GAN Method, Analysis Several Characteristics of the ECG Signal in Order to Detect Cardiac Arrhythmia""",S. T. Sanamdikar; M. P. Borawake; A. A. Bamanikar;,2022,10.1109/I2CT54291.2022.9825337,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9825337,Support Vector Regression;Kernel Principal Component Analysis;General Sparse Neural Network;and Generative Adversarial Network are all terms used to describe artificial neural networks;,"""Around the world, a large majority of individuals suffer from multiple cardiac diseases. As a consequence, understanding how the ECG signal operates is crucial for detecting a variety of heart conditions. The electrocardiogram (ECG) is a test that determines how strong the heart’s electrical system is. PQRST waves are a series of pulses that constitute a heartbeat in an ECG signal. In the characteristic extraction of ECG signals, the amplitude and time intervals of PQRST waves are determined for the learning of ECG signals. The PQRST segment’s amplitudes and time intervals can be utilized to determine the human heart’s proper functionality. In recent years, the bulk of methodologies and research for analyzing the ECG signal have been developed. Support Vector Regression, Kernel Principal Component Analysis, General Sparse Neural Network, and GAN techniques are compared in this article. Both of the other methods are outperformed by the Generative Adversarial Network method. However, each of the aforementioned approaches and strategies has its own set of advantages and disadvantages. The proposed system was created using Matlab software. In this study, the proposed technique was demonstrated using the MIT-BIH Arrhythmia record, which was personally annotated and validated.""",2022 IEEE 7th International conference for Convergence in Technology (I2CT)
"""Correlation and orbit determination of space objects based on sparse optical data""",A. Milani; G. Tommei; D. Farnocchia; A. Rossi; T. Schildknecht; R. Jehn;,2011,10.1111/j.1365-2966.2011.19392.x,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8163526,methods: analytical;methods: data analysis;catalogues;astrometry;celestial mechanics;,"""While building up a catalogue of Earth-orbiting objects, the available optical observations are typically sparse. In this case, no orbit determination is possible without previous correlation of observations obtained at different times. This correlation step is the most computationally intensive, and becomes more and more difficult as the number of objects to be discovered increases. In this paper, we tested two different algorithms, and the related prototype software, recently developed to solve the correlation problem for objects in geostationary orbit (GEO). The algorithms allow the accurate orbit determination by full least-squares solutions with all six orbital elements. The presence of a significant subpopulation of high area-to-mass ratio objects in the GEO region, strongly affected by non-gravitational perturbations, required to solve also for dynamical parameters describing these effects, that is to fit between six and eight free parameters for each orbit.The validation was based upon a set of real data, acquired from the European Space Agency (ESA) Space Debris Telescope (ESASDT) at the Teide Observatory (Canary Islands). We proved that it is possible to assemble a set of sparse observations into a set of objects with orbits. This would allow a survey strategy covering the region of interest in the sky just once per night. As a result, it would be possible to significantly reduce the requirements for a future telescope network, with respect to what would have been required with the previously known algorithms for correlation and orbit determination.""",Monthly Notices of the Royal Astronomical Society
"""Multiple 3-D Feature Fusion Framework for Hyperspectral Image Classification""",J. Zhu; J. Hu; S. Jia; X. Jia; Q. Li;,2018,10.1109/TGRS.2017.2769113,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8244247,Feature fusion;hyperspectral image classification;sparse representation;,"""Due to the 3-D nature of hyperspectral images, as well as the spatial properties (such as regularity and continuity) of land covers, many 3-D feature extraction operators have been designed to fully exploit the joint spatial-spectral information. However, the large amount of obtained features can suffer from the “curse of dimensionality” problem, especially for the small training sample set. Moreover, various spatial-spectral features can represent the characteristics of the hyperspectral image from different aspects. In this paper, a multiple 3-D feature fusion framework (M3DF3) has been proposed for hyperspectral image classification. First, we extend the 2-D Gabor surface feature into 3-D (3DSF) domains to comply with the spatial-spectral structure of the hyperspectral image, which is directly applied on the original hyperspectral image instead of the Gabor features. Second, three 3-D feature extraction methods, including the 3-D morphological profile, the 3-D local binary pattern, and the proposed 3DSF, that, respectively, characterize the hyperspectral image from three different angles, i.e., morphology, local dependence, and shape smoothness, are fused under a multitask sparse representation framework to take full advantage of the multiple 3-D features together. The proposed M3DF3 approach was fully tested on three real-world hyperspectral image data, i.e., the widely used Indian Pines, Pavia University, and Houston University. The results show that our method can achieve as high as 68.22%, 79.44%, and 72.84% accuracies, respectively, even when only few samples, i.e., three samples per class, are used for training.""",IEEE Transactions on Geoscience and Remote Sensing
"""A Parallel Memory Defect Detection Method based on Sparse-Value-Flow Graph""",R. Xu; X. Mao; L. Chen; Y. Yu;,2023,10.1109/JCC59055.2023.00014,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10229703,Static Analysis;Memory Defect;SVFG;Dependency Analysis;Task-level Parallel;,"""Memory vulnerability detection aims to identify software defects that can compromise memory safety. However, existing methods often struggle to achieve both high precision and efficiency. This paper presents a high-precision memory vulnerability detection approach based on value flow analysis and parallel computing. We first construct a static semantic representation called SVFG to enable precise detection of memory vulnerabilities such as null pointer dereference and use-after-free. We then perform dependency-aware path feasibility analysis using an SMT solver to reduce false positives. Finally, we develop a task-level parallel framework to accelerate the constraint solving process and improve efficiency.We evaluate our approach on the Juliet test set of over 2,000 test cases and 7 open-source projects. Experimental results show that our dependency-aware analysis can achieve 0.5%-2.05% false positive rates, outperforming traditional approaches and existing tools. Our task-level parallel framework can achieve up to 3.25x speedup with 4 computing nodes.Our study demonstrates that combining value flow analysis and parallel computing is a promising way to enable highly precise and efficient detection of memory vulnerabilities. For future work, we plan to integrate pointer analysis to support more complex codes, and optimize the granularity of parallelism to improve scalability. Overall, this paper presents a static analysis based method to address the inherent trade-off between precision and efficiency in memory vulnerability detection.""",2023 IEEE International Conference on Joint Cloud Computing (JCC)
"""Forecasting e-Journal Unique Visitors using Smoothed Long Short-Term Memory""",A. P. Wibawa; R. R. Ula; A. B. P. Utama; M. Y. Chuttur; A. Pranolo; Haviluddin;,2021,10.1109/ICEEIE52663.2021.9616628,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9616628,forecasting;unique visitors;e-journal;long short-term memory;data smoothing;,"""The number of unique visitors every day can be used as a benchmark to assess the success of an electronic journal. Unique visitors are visitors who use one IP in a certain period. With an increasing number of unique visitors every day, it can be inferred that scientific periodicals are increasingly in demand by the wider community, affecting the breadth of distribution and speeding up the journal accreditation system. Therefore, a model that can predict the number of unique visitors in electronic journals in the future can be beneficial for journal administrators. This paper evaluates Long Short-Term Memory (LSTM) performance when predicting the next day’s (T+1) time series for the number of unique visitors to an e-Journal website. The unique visitor data sample used was from January 1, 2018, to December 31, 2018. The distribution of data testing and training used was 80% and 20%. The data quality has been improved by smoothing the input data using exponential, mean, and median smoothing. The evaluation results show that the architecture with the best performance is model 2, namely the model mean + LSTM architecture 1-5-1 with a learning rate of 0.2 and a MAPE value of 0.08098. Therefore, we conclude that data smoothing with mean smoothing can improve Long Short-Term Memory performance for unique website visitor forecasting.""","2021 7th International Conference on Electrical, Electronics and Information Engineering (ICEEIE)"
"""Demo: Real-Time Implementation of Block Orthogonal Sparse Superposition Codes""",B. Lee; D. Han; N. Lee;,2022,10.1109/ICCWorkshops53468.2022.9915027,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9915027,;,"""Short-packet communication is a key enabler of various Internet of Things applications that require higher-level security. This proposal briefly reviews block orthogonal sparse superposition (BOSS) codes, which are applicable for secure short-packet transmissions. In addition, following the IEEE 802.11a Wi-Fi standards, we demonstrate the real-time performance of secure short packet transmission using a software-defined radio testbed to verify the feasibility of BOSS codes in a multi-path fading channel environment.""",2022 IEEE International Conference on Communications Workshops (ICC Workshops)
"""ALLARM: Optimizing sparse directories for thread-local data""",A. Roy; T. M. Jones;,2014,10.7873/DATE.2014.091,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6800292,;,"""Large-scale cache-coherent systems often impose unnecessary overhead on data that is thread-private for the whole of its lifetime. These include resources devoted to tracking the coherence state of the data, as well as unnecessary coherence messages sent out over the interconnect. In this paper we show how the memory allocation strategy for non-uniform memory access (NUMA) systems can be exploited to remove any coherence-related traffic for thread-local data, as well removing the need to track those cache lines in sparse directories. Our strategy is to allocate directory state only on a miss from a node in a different affinity domain from the directory. We call this ALLocAte on Remote Miss, or ALLARM. Our solution is entirely backward compatible with existing operating systems and software, and provides a means to scale cache coherence into the many-core era. On a mix of SPLASH2 and Parsec workloads, ALLARM is able to improve performance by 13% on average while reducing dynamic energy consumption by 9% in the on-chip network and 15% in the directory controller. This is achieved through a 46% reduction in the number of sparse directory entries evicted.""","2014 Design, Automation & Test in Europe Conference & Exhibition (DATE)"
"""Optimization of a Solver for Computational Materials and Structures Problems on NVIDIA Volta and AMD Instinct GPUs""",M. Zubair; J. Warner; D. Wagner;,2019,10.1109/ScalA49573.2019.00007,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8948645,Iterative Solver;Sparse Matrices;Unstructured Grid;High performance computing;Optimization;GPUs;,"""Implementation of Finite Elements by NASA (ScIFEN) is a software package developed to solve complex computational materials and structures problems using the finite element method (FEM). In this paper, we describe optimization techniques to speed up the linear solver computation that occurs within the ScIFEN application. We consider GPUs from two different vendors, NVIDIA and AMD as our target platforms for optimization and highlight differences in performance and optimization techniques. The NVIDIA GPU Volta V100 is used in the Summit system deployed at Oak Ridge National Laboratory, and the new exascale system, Frontier, will be using AMD Radeon Instinct GPU. We evaluated the performance of various optimization techniques on test matrices, ranging in size from 100K to 4M, that are representative of ScIFEN applications. The linear solver computation is memory-bound on both GPUs. Our experiments show that on the NVIDIA GPU we obtained up to 79% of the theoretical peak bandwidth, while the AMD GPU achieved 59%. Overall, the NVIDIA V100 GPU outperforms the 1 AMD MI 25 GPU . We observed an overall speedup of up to 37X on an NVIDIA V100 compared to an Intel Skylake 12-core machine. The solver for a 4M degree of freedom system took under 2.5 seconds.""",2019 IEEE/ACM 10th Workshop on Latest Advances in Scalable Algorithms for Large-Scale Systems (ScalA)
