Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Challenges in Composing and Decomposing Assurances for Self-Adaptive Systems","Software Engineering for Self-Adaptive Systems III. Assurances","","","","10.1007/978-3-319-74183-3_3","Bradley SchmerlJesper AnderssonThomas VogelMyra B. CohenCecilia M. F. RubiraYuriy BrunAlessandra GorlaFranco ZambonelliLuciano Baresi","2017","http://link.springer.com/chapter/10.1007/978-3-319-74183-3_3","Chapter"
"Software Certification: Is There a Case against Safety Cases?","Foundations of Computer Software. Modeling, Development, and Verification of Adaptive Systems","","","","10.1007/978-3-642-21292-5_12","Alan WassyngTom MaibaumMark LawfordHans Bherer","2011","http://link.springer.com/chapter/10.1007/978-3-642-21292-5_12","Chapter"
"Analysis of Multithreaded Programs","Static Analysis","","","","10.1007/3-540-47764-0_1","Martin Rinard","2001","http://link.springer.com/chapter/10.1007/3-540-47764-0_1","Chapter"
"Conceptual Modelling as a New Entry in the Bazaar: The Open Model Approach","Open Source Systems","","","","10.1007/0-387-34226-5_2","Stefan KochStefan StreckerUlrich Frank","2006","http://link.springer.com/chapter/10.1007/0-387-34226-5_2","Chapter"
"Arguing on Software-Level Verification Techniques Appropriateness","Computer Safety, Reliability, and Security","","","","10.1007/978-3-319-66266-4_3","Carmen CârlanBarbara GallinaSeverin KaciankaRuth Breu","2017","http://link.springer.com/chapter/10.1007/978-3-319-66266-4_3","Chapter"
"Achieving Effective Communication during Requirements Elicitation - A Conceptual Framework","Software Engineering and Computer Systems","","","","10.1007/978-3-642-22203-0_51","Fares AnwarRozilawati RazaliKamsuriah Ahmad","2011","http://link.springer.com/chapter/10.1007/978-3-642-22203-0_51","Chapter"
"A New Approach to Assessment of Confidence in Assurance Cases","Computer Safety, Reliability, and Security","","","","10.1007/978-3-642-33675-1_7","Xingyu ZhaoDajian ZhangMinyan LuFuping Zeng","2012","http://link.springer.com/chapter/10.1007/978-3-642-33675-1_7","Chapter"
"Selective Bisection Debugging","Fundamental Approaches to Software Engineering","","","","10.1007/978-3-662-54494-5_4","Ripon SahaMilos Gligoric","2017","http://link.springer.com/chapter/10.1007/978-3-662-54494-5_4","Chapter"
"Interrogating Virtual Agents: In Quest of Security Vulnerabilities","Testing Software and Systems","","","","10.1007/978-3-030-64881-7_2","Josip BozicFranz Wotawa","2020","http://link.springer.com/chapter/10.1007/978-3-030-64881-7_2","Chapter"
"Evaluating the Effects of Different Requirements Representations on Writing Test Cases","Requirements Engineering: Foundation for Software Quality","","","","10.1007/978-3-030-44429-7_18","Francisco Gomes de Oliveira NetoJennifer HorkoffRichard SvenssonDavid MattosAlessia Knauss","2020","http://link.springer.com/chapter/10.1007/978-3-030-44429-7_18","Chapter"
"Modelling Adaptation Policies as Domain-Specific Constraints","Model-Driven Engineering Languages and Systems","","","","10.1007/978-3-319-11653-2_17","Hui SongXiaodong ZhangNicolas FerryFranck ChauvelArnor SolbergGang Huang","2014","http://link.springer.com/chapter/10.1007/978-3-319-11653-2_17","Chapter"
"An Exploration of Code Quality in FOSS Projects","Open Source Software: Mobile Open Source Technologies","","","","10.1007/978-3-642-55128-4_26","Iftekhar AhmedSoroush GhorashiCarlos Jensen","2014","http://link.springer.com/chapter/10.1007/978-3-642-55128-4_26","Chapter"
"Malware Analysis with Tree Automata Inference","Computer Aided Verification","","","","10.1007/978-3-642-22110-1_10","Domagoj BabićDaniel ReynaudDawn Song","2011","http://link.springer.com/chapter/10.1007/978-3-642-22110-1_10","Chapter"
"Predicting Defect Prone Modules in Web Applications","Information and Software Technologies","","","","10.1007/978-3-319-24770-0_49","Mehmet Serdar BiçerBanu Diri","2015","http://link.springer.com/chapter/10.1007/978-3-319-24770-0_49","Chapter"
"On the Hierarchical Community Structure of Practical Boolean Formulas","Theory and Applications of Satisfiability Testing – SAT 2021","","","","10.1007/978-3-030-80223-3_25","Chunxiao LiJonathan ChungSoham MukherjeeMarc VinyalsNoah FlemingAntonina KolokolovaAlice MuVijay Ganesh","2021","http://link.springer.com/chapter/10.1007/978-3-030-80223-3_25","Chapter"
"Transforming Interactive Multi-objective Metamodel/Model Co-evolution into Mono-objective Search via Designer’s Preferences Extraction","Search-Based Software Engineering","","","","10.1007/978-3-030-59762-7_7","Wael KessentiniVahid Alizadeh","2020","http://link.springer.com/chapter/10.1007/978-3-030-59762-7_7","Chapter"
"Mutation Operators for Large Scale Data Processing Programs in Spark","Advanced Information Systems Engineering","","","","10.1007/978-3-030-49435-3_30","João Batista de Souza NetoAnamaria Martins MoreiraGenoveva Vargas-SolarMartin Alejandro Musicante","2020","http://link.springer.com/chapter/10.1007/978-3-030-49435-3_30","Chapter"
"Global Sourcing of Information Systems Development - Explaining Project Outcomes Based on Social, Cultural, and Asset-Related Characteristics","The Dynamics of Global Sourcing. Perspectives and Practices","","","","10.1007/978-3-642-33920-2_13","Kai SpohrerTommi KramerArmin Heinzl","2012","http://link.springer.com/chapter/10.1007/978-3-642-33920-2_13","Chapter"
"Refactoring Software Development Process Terminology Through the Use of Ontology","Systems, Software and Services Process Improvement","","","","10.1007/978-3-319-44817-6_4","Paul M. ClarkeAntoni Lluís Mesquida CalafatDamjan EkertJ. J. EkstromTatjana GornostajaMilos JovanovicJørn JohansenAntonia MasRichard MessnarzBlanca Nájera VillarAlexander O’ConnorRory V. O’ConnorMichael ReinerGabriele SaubererKlaus-Dirk SchmitzMurat Yilmaz","2016","http://link.springer.com/chapter/10.1007/978-3-319-44817-6_4","Chapter"
"Rigorously Defining and Analyzing Medical Processes: An Experience Report","Models in Software Engineering","","","","10.1007/978-3-540-69073-3_14","Stefan ChristovBin ChenGeorge S. AvruninLori A. ClarkeLeon J. OsterweilDavid BrownLucinda CassellsWilson Mertens","2008","http://link.springer.com/chapter/10.1007/978-3-540-69073-3_14","Chapter"
"Cross-Entropy-Based Replay of Concurrent Programs","Fundamental Approaches to Software Engineering","","","","10.1007/978-3-642-00593-0_14","Hana ChocklerEitan FarchiBenny GodlinSergey Novikov","2009","http://link.springer.com/chapter/10.1007/978-3-642-00593-0_14","Chapter"
"Participation in Free and Open Source Communities: An Empirical Study of Community Members’ Perceptions","Open Source Systems","","","","10.1007/0-387-34226-5_22","Andrew SchofieldProfessor Grahame S. Cooper","2006","http://link.springer.com/chapter/10.1007/0-387-34226-5_22","Chapter"
"Process Definition Language Support for Rapid Simulation Prototyping","Unifying the Software Process Spectrum","","","","10.1007/11608035_34","Mohammad S. RaunakLeon J. Osterweil","2006","http://link.springer.com/chapter/10.1007/11608035_34","Chapter"
"A Process Support with Which to Identify Interactions Between Quality Characteristics","Evaluation of Novel Approaches to Software Engineering","","","","10.1007/978-3-319-30243-0_2","Gabriel Alberto García-MirelesMa Ángeles MoragaFélix GarcíaMario Piattini","2016","http://link.springer.com/chapter/10.1007/978-3-319-30243-0_2","Chapter"
"Engineering a DSL for Software Traceability","Software Language Engineering","","","","10.1007/978-3-642-00434-6_10","Nikolaos DrivalosDimitrios S. KolovosRichard F. PaigeKiran J. Fernandes","2009","http://link.springer.com/chapter/10.1007/978-3-642-00434-6_10","Chapter"
"Formal Testing of Multimodal Interactive Systems","Engineering Interactive Systems","","","","10.1007/978-3-540-92698-6_3","Jullien BouchetLaya MadaniLaurence NigayCatherine OriatIoannis Parissis","2008","http://link.springer.com/chapter/10.1007/978-3-540-92698-6_3","Chapter"
"Understanding Programming Bugs in ANSI-C Software Using Bounded Model Checking Counter-Examples","Integrated Formal Methods","","","","10.1007/978-3-642-30729-4_10","Herbert RochaRaimundo BarretoLucas CordeiroArilo Dias Neto","2012","http://link.springer.com/chapter/10.1007/978-3-642-30729-4_10","Chapter"
"A New Approach to creating Clear Safety Arguments","Advances in Systems Safety","","","","10.1007/978-0-85729-133-2_1","Richard HawkinsTim KellyJohn KnightPatrick Graydon","2011","http://link.springer.com/chapter/10.1007/978-0-85729-133-2_1","Chapter"
"Modelling Metamorphism by Abstract Interpretation","Static Analysis","","","","10.1007/978-3-642-15769-1_14","Mila Dalla PredaRoberto GiacobazziSaumya DebrayKevin CooganGregg M. Townsend","2010","http://link.springer.com/chapter/10.1007/978-3-642-15769-1_14","Chapter"
"Frama-C","Software Engineering and Formal Methods","","","","10.1007/978-3-642-33826-7_16","Pascal CuoqFlorent KirchnerNikolai KosmatovVirgile PrevostoJulien SignolesBoris Yakobowski","2012","http://link.springer.com/chapter/10.1007/978-3-642-33826-7_16","Chapter"
"A Framework for Change Impact Analysis of Ontology-Driven Content-Based Systems","On the Move to Meaningful Internet Systems: OTM 2011 Workshops","","","","10.1007/978-3-642-25126-9_52","Yalemisew M. AbgazMuhammad JavedClaus Pahl","2011","http://link.springer.com/chapter/10.1007/978-3-642-25126-9_52","Chapter"
"Characteristics and Principles of Scaled Agile","Agile Methods. Large-Scale Development, Refactoring, Testing, and Estimation","","","","10.1007/978-3-319-14358-3_2","Maarit Laanti","2014","http://link.springer.com/chapter/10.1007/978-3-319-14358-3_2","Chapter"
"Automated Software Measurement Strategies Elaboration Using Unsupervised Learning Data Analysis","Evaluation of Novel Approaches to Software Engineering","","","","10.1007/978-3-030-40223-5_17","Sarah A. DahabStephane Maag","2020","http://link.springer.com/chapter/10.1007/978-3-030-40223-5_17","Chapter"
"Predicting Concurrency Failures in the Generalized Execution Traces of x86 Executables","Runtime Verification","","","","10.1007/978-3-642-29860-8_2","Chao WangMalay Ganai","2012","http://link.springer.com/chapter/10.1007/978-3-642-29860-8_2","Chapter"
"Developing Ontologies for Collaborative Engineering in Mechatronics","The Semantic Web: Research and Applications","","","","10.1007/978-3-540-72667-8_15","Violeta DamjanovićWernher BehrendtManuela PlößnigMerlin Holzapfel","2007","http://link.springer.com/chapter/10.1007/978-3-540-72667-8_15","Chapter"
"From a Data Science Driven Process to a Continuous Delivery Process for Machine Learning Systems","Product-Focused Software Process Improvement","","","","10.1007/978-3-030-64148-1_12","Lucy Ellen LwakatareIvica CrnkovicEllinor RångeJan Bosch","2020","http://link.springer.com/chapter/10.1007/978-3-030-64148-1_12","Chapter"
"Evaluation of Software Product Quality Metrics","Evaluation of Novel Approaches to Software Engineering","","","","10.1007/978-3-030-40223-5_8","Arthur-Jozsef MolnarAlexandra NeamţuSimona Motogna","2020","http://link.springer.com/chapter/10.1007/978-3-030-40223-5_8","Chapter"
"A Tutorial on Using and Extending the EvoSuite Search-Based Test Generator","Search-Based Software Engineering","","","","10.1007/978-3-319-99241-9_5","Gordon Fraser","2018","http://link.springer.com/chapter/10.1007/978-3-319-99241-9_5","Chapter"
"How to Get the Most out of Extreme Programming/Agile Methods","Extreme Programming and Agile Methods — XP/Agile Universe 2002","","","","10.1007/3-540-45672-4_18","Donald J. Reifer","2002","http://link.springer.com/chapter/10.1007/3-540-45672-4_18","Chapter"
"Formal Verification of Complex Properties on PLC Programs","Formal Techniques for Distributed Objects, Components, and Systems","","","","10.1007/978-3-662-43613-4_18","Dániel DarvasBorja Fernández AdiegoAndrás VörösTamás BarthaEnrique Blanco ViñuelaVíctor M. González Suárez","2014","http://link.springer.com/chapter/10.1007/978-3-662-43613-4_18","Chapter"
"Dynamic Analysis and Debugging of Binary Code for Security Applications","Runtime Verification","","","","10.1007/978-3-642-40787-1_31","Lixin LiChao Wang","2013","http://link.springer.com/chapter/10.1007/978-3-642-40787-1_31","Chapter"
"Message Confidentiality Testing of Security Protocols – Passive Monitoring and Active Checking","Testing of Communicating Systems","","","","10.1007/11754008_23","Guoqiang ShuDavid Lee","2006","http://link.springer.com/chapter/10.1007/11754008_23","Chapter"
"Validating Converted Java Code via Symbolic Execution","Software Quality. Complexity and Challenges of Software Engineering in Emerging Technologies","","","","10.1007/978-3-319-49421-0_6","Harry M. SneedChris Verhoef","2017","http://link.springer.com/chapter/10.1007/978-3-319-49421-0_6","Chapter"
"An Empirical Evaluation of Search Algorithms for App Testing","Testing Software and Systems","","","","10.1007/978-3-030-31280-0_8","Leon SellMichael AuerChristoph FrädrichMichael GruberPhilemon WerliGordon Fraser","2019","http://link.springer.com/chapter/10.1007/978-3-030-31280-0_8","Chapter"
"Cooperation and Competition with Partner Companies: Practices for Quality Control through Competition among Teams","Software Quality — ECSQ 2002","","","","10.1007/3-540-47984-8_23","Yasuko Okazaki","2002","http://link.springer.com/chapter/10.1007/3-540-47984-8_23","Chapter"
"Information Sources and Their Importance to Prioritize Test Cases in the Heterogeneous Systems Context","Systems, Software and Services Process Improvement","","","","10.1007/978-3-662-43896-1_8","Ahmad Nauman GhaziJesper AnderssonRichard TorkarKai PetersenJürgen Börstler","2014","http://link.springer.com/chapter/10.1007/978-3-662-43896-1_8","Chapter"
"On Reducing the Pre-release Failures of Web Plug-In on Social Networking Site","Trustworthy Software Development Processes","","","","10.1007/978-3-642-01680-6_22","Xingliang YuJing LiHua Zhong","2009","http://link.springer.com/chapter/10.1007/978-3-642-01680-6_22","Chapter"
"FWebQ – A Framework for Websites Quality Evaluation","Digital Information Processing and Communications","","","","10.1007/978-3-642-22389-1_6","Álvaro Rocha","2011","http://link.springer.com/chapter/10.1007/978-3-642-22389-1_6","Chapter"
"Design Approaches for Critical Embedded Systems: A Systematic Mapping Study","Evaluation of Novel Approaches to Software Engineering","","","","10.1007/978-3-319-94135-6_12","Daniel FeitosaApostolos AmpatzoglouParis AvgeriouFrank J. AffonsoHugo AndradeKatia R. FelizardoElisa Y. Nakagawa","2018","http://link.springer.com/chapter/10.1007/978-3-319-94135-6_12","Chapter"
"A Component-Based Approach for Constructing High-Confidence Distributed Real-Time and Embedded Systems","Reliable Systems on Unreliable Networked Platforms","","","","10.1007/978-3-540-71156-8_12","Shih-Hsi LiuBarrett R. BryantMikhail AugustonJeff GrayRajeev RajeMihran Tuceryan","2007","http://link.springer.com/chapter/10.1007/978-3-540-71156-8_12","Chapter"
"Applying Genetic Improvement to MiniSAT","Search Based Software Engineering","","","","10.1007/978-3-642-39742-4_21","Justyna PetkeWilliam B. LangdonMark Harman","2013","http://link.springer.com/chapter/10.1007/978-3-642-39742-4_21","Chapter"
"Ensuring Traceability in Modeling Requirement Using Ontology Based Approach","Requirements Engineering Toward Sustainable World","","","","10.1007/978-981-10-3256-1_1","Theresia Ratih Dewi SaputriSeok-Won Lee","2016","http://link.springer.com/chapter/10.1007/978-981-10-3256-1_1","Chapter"
"Global Software Development Project Management – Distance Overcoming","Software Process Improvement","","","","10.1007/978-3-540-30181-3_3","Darja Šmite","2004","http://link.springer.com/chapter/10.1007/978-3-540-30181-3_3","Chapter"
"From Simulation Data to Test Cases for Fully Automated Driving and ADAS","Testing Software and Systems","","","","10.1007/978-3-319-47443-4_12","Christoph SipplFlorian BockDavid WittmannHarald AltingerReinhard German","2016","http://link.springer.com/chapter/10.1007/978-3-319-47443-4_12","Chapter"
"Difficulties in Establishing a Defect Management Process: A Case Study","Product-Focused Software Process Improvement","","","","10.1007/11767718_14","Marko JänttiTanja ToroiAnne Eerola","2006","http://link.springer.com/chapter/10.1007/11767718_14","Chapter"
"Comprehensive Variability Analysis of Requirements and Testing Artifacts","Advanced Information Systems Engineering","","","","10.1007/978-3-319-39696-5_28","Michal SteinbergerIris Reinhartz-Berger","2016","http://link.springer.com/chapter/10.1007/978-3-319-39696-5_28","Chapter"
"BDD vs. Constraint-Based Model Checking: An Experimental Evaluation for Asynchronous Concurrent Systems","Tools and Algorithms for the Construction and Analysis of Systems","","","","10.1007/3-540-46419-0_30","Tevfik Bultan","2000","http://link.springer.com/chapter/10.1007/3-540-46419-0_30","Chapter"
"Integrated Process Improvement Approach: Case Studies in Skype Technologies Ltd.","Software Process Improvement and Capability Determination","","","","10.1007/978-3-642-30439-2_2","Anneli TuiskAndré KarpištšenkoMarion Lepmets","2012","http://link.springer.com/chapter/10.1007/978-3-642-30439-2_2","Chapter"
"Enabling the Selection of COTS Components","COTS-Based Software Systems","","","","10.1007/978-3-540-30587-3_22","Sudipto GhoshJohn L. KellyRoopashree P. Shankar","2005","http://link.springer.com/chapter/10.1007/978-3-540-30587-3_22","Chapter"
"Requirements and Tools for the Debugging of Multi-Agent Systems","Multiagent System Technologies","","","","10.1007/978-3-642-04143-3_26","Lawrence CabacTill DörgesMichael DuvigneauDaniel Moldt","2009","http://link.springer.com/chapter/10.1007/978-3-642-04143-3_26","Chapter"
"Towards a Role Playing Game for Exploring the Roles in Scrum to Improve Collaboration Problems","Systems, Software and Services Process Improvement","","","","10.1007/978-3-319-97925-0_21","Zulal AkarsuÖzgün Onat MetinDeniz GungorMurat Yilmaz","2018","http://link.springer.com/chapter/10.1007/978-3-319-97925-0_21","Chapter"
"Comparing Metaheuristic Algorithms for Error Detection in Java Programs","Search Based Software Engineering","","","","10.1007/978-3-642-23716-4_11","Francisco ChicanoMarco FerreiraEnrique Alba","2011","http://link.springer.com/chapter/10.1007/978-3-642-23716-4_11","Chapter"
"Satisfiability Solvers Are Static Analysers","Static Analysis","","","","10.1007/978-3-642-33125-1_22","Vijay D’SilvaLeopold HallerDaniel Kroening","2012","http://link.springer.com/chapter/10.1007/978-3-642-33125-1_22","Chapter"
"Preliminary Results from a Survey of Multimedia Development Practices in Australia","Product-Focused Software Process Improvement","","","","10.1007/11767718_18","Anne HanningtonKarl Reed","2006","http://link.springer.com/chapter/10.1007/11767718_18","Chapter"
"Seventy Years of Computer Science","Fields of Logic and Computation III","","","","10.1007/978-3-030-48006-6_8","Martin Davis","2020","http://link.springer.com/chapter/10.1007/978-3-030-48006-6_8","Chapter"
"Bet and Run for Test Case Generation","Search-Based Software Engineering","","","","10.1007/978-3-030-59762-7_15","Sebastian MüllerThomas VogelLars Grunske","2020","http://link.springer.com/chapter/10.1007/978-3-030-59762-7_15","Chapter"
"Symbolic Execution of Alloy Models","Formal Methods and Software Engineering","","","","10.1007/978-3-642-24559-6_24","Junaid Haroon SiddiquiSarfraz Khurshid","2011","http://link.springer.com/chapter/10.1007/978-3-642-24559-6_24","Chapter"
"Improving Customer Support Processes: A Case Study","Product-Focused Software Process Improvement","","","","10.1007/978-3-540-69566-0_26","Marko JänttiNiko Pylkkänen","2008","http://link.springer.com/chapter/10.1007/978-3-540-69566-0_26","Chapter"
"Protocols by Default","Compiler Construction","","","","10.1007/978-3-662-46663-6_11","Nicholas NgJose Gabriel de Figueiredo CoutinhoNobuko Yoshida","2015","http://link.springer.com/chapter/10.1007/978-3-662-46663-6_11","Chapter"
"A Debt-Aware Learning Approach for Resource Adaptations in Cloud Elasticity Management","Service-Oriented Computing","","","","10.1007/978-3-319-69035-3_26","Carlos Mera-GómezFrancisco RamírezRami BahsoonRajkumar Buyya","2017","http://link.springer.com/chapter/10.1007/978-3-319-69035-3_26","Chapter"
"Understanding Motivators and De-motivators for Software Engineers – A Case of Malaysian Software Engineering Industry","Software Engineering and Computer Systems","","","","10.1007/978-3-642-22203-0_18","Mobashar RehmanAhmad Kamil MahmoodRohani SallehAamir Amin","2011","http://link.springer.com/chapter/10.1007/978-3-642-22203-0_18","Chapter"
"A Generic Framework for Symbolic Execution","Software Language Engineering","","","","10.1007/978-3-319-02654-1_16","Andrei ArusoaieDorel LucanuVlad Rusu","2013","http://link.springer.com/chapter/10.1007/978-3-319-02654-1_16","Chapter"
"The Usage of Usability Techniques in Scrum Projects","Human-Centered Software Engineering","","","","10.1007/978-3-642-34347-6_25","Yuan JiaMarta Kristin LarusdottirÅsa Cajander","2012","http://link.springer.com/chapter/10.1007/978-3-642-34347-6_25","Chapter"
"Secure Deep Learning Engineering: A Road Towards Quality Assurance of Intelligent Systems","Formal Methods and Software Engineering","","","","10.1007/978-3-030-32409-4_1","Yang LiuLei MaJianjun Zhao","2019","http://link.springer.com/chapter/10.1007/978-3-030-32409-4_1","Chapter"
"Integrating OCL and Textual Modelling Languages","Models in Software Engineering","","","","10.1007/978-3-642-21210-9_34","Florian HeidenreichJendrik JohannesSven KarolMirko SeifertMichael ThieleChristian WendeClaas Wilke","2011","http://link.springer.com/chapter/10.1007/978-3-642-21210-9_34","Chapter"
"Prospects for CVR-0: A Prototype of China Virtual Reactor","High-Performance Computing Applications in Numerical Simulation and Edge Computing","","","","10.1007/978-981-32-9987-0_10","An WangChangjun HuWen YangJue WangZhaoshun WangTiancai LiuXuesong WangHongwei YangMingyu WuXianmeng WangLingyu YangDandan Chen","2019","http://link.springer.com/chapter/10.1007/978-981-32-9987-0_10","Chapter"
"Software Verification: 10th Comparative Evaluation (SV-COMP 2021)","Tools and Algorithms for the Construction and Analysis of Systems","","","","10.1007/978-3-030-72013-1_24","Dirk Beyer","2021","http://link.springer.com/chapter/10.1007/978-3-030-72013-1_24","Chapter"
"Synchronizability for Verification of Asynchronously Communicating Systems","Verification, Model Checking, and Abstract Interpretation","","","","10.1007/978-3-642-27940-9_5","Samik BasuTevfik BultanMeriem Ouederni","2012","http://link.springer.com/chapter/10.1007/978-3-642-27940-9_5","Chapter"
"A Scrum-Based Development Process to Support Co-creation with Elders in the eHealth Domain","Human-Centered Software Engineering","","","","10.1007/978-3-030-64266-2_6","Jose BarambonesCristian MoralXavier FerreElena Villalba-Mora","2020","http://link.springer.com/chapter/10.1007/978-3-030-64266-2_6","Chapter"
"Inferring User Interface Patterns from Execution Traces of Web Applications","Computational Science and Its Applications – ICCSA 2014","","","","10.1007/978-3-319-09156-3_23","Miguel NabucoAna C. R. PaivaJoão Pascoal Faria","2014","http://link.springer.com/chapter/10.1007/978-3-319-09156-3_23","Chapter"
"Extracting Significant Specifications from Mining through Mutation Testing","Formal Methods and Software Engineering","","","","10.1007/978-3-642-24559-6_32","Anh Cuong NguyenSiau-Cheng Khoo","2011","http://link.springer.com/chapter/10.1007/978-3-642-24559-6_32","Chapter"
"CRETE: A Versatile Binary-Level Concolic Testing Framework","Fundamental Approaches to Software Engineering","","","","10.1007/978-3-319-89363-1_16","Bo ChenChristopher HavlicekZhenkun YangKai CongRaghudeep KannavaraFei Xie","2018","http://link.springer.com/chapter/10.1007/978-3-319-89363-1_16","Chapter"
"Heuristic Approaches to Improve Product Quality in Large Scale Integrated Software Products","Evaluation of Novel Approaches to Software Engineering","","","","10.1007/978-3-319-30243-0_5","Sai Anirudh KarreY. Raghu Reddy","2016","http://link.springer.com/chapter/10.1007/978-3-319-30243-0_5","Chapter"
"Incremental Development of Model Transformation Chains Using Automated Testing","Model Driven Engineering Languages and Systems","","","","10.1007/978-3-642-04425-0_60","Jochen M. KüsterThomas GschwindOlaf Zimmermann","2009","http://link.springer.com/chapter/10.1007/978-3-642-04425-0_60","Chapter"
"Past Time LTL Runtime Verification for Microcontroller Binary Code","Formal Methods for Industrial Critical Systems","","","","10.1007/978-3-642-24431-5_5","Thomas ReinbacherJörg BrauerMartin HorauerAndreas SteiningerStefan Kowalewski","2011","http://link.springer.com/chapter/10.1007/978-3-642-24431-5_5","Chapter"
"Self-adaptation with End-User Preferences: Using Run-Time Models and Constraint Solving","Model-Driven Engineering Languages and Systems","","","","10.1007/978-3-642-41533-3_34","Hui SongStephen BarrettAidan ClarkeSiobhán Clarke","2013","http://link.springer.com/chapter/10.1007/978-3-642-41533-3_34","Chapter"
"Validation of Constraints Among Configuration Parameters Using Search-Based Combinatorial Interaction Testing","Search Based Software Engineering","","","","10.1007/978-3-319-47106-8_4","Angelo GargantiniJustyna PetkeMarco RadavelliPaolo Vavassori","2016","http://link.springer.com/chapter/10.1007/978-3-319-47106-8_4","Chapter"
"Modelling of Complex Software Systems: A Reasoned Overview","Formal Techniques for Networked and Distributed Systems - FORTE 2006","","","","10.1007/11888116_1","Daniel Krob","2006","http://link.springer.com/chapter/10.1007/11888116_1","Chapter"
"XP/Agile Education and Training","Extreme Programming and Agile Processes in Software Engineering","","","","10.1007/11499053_42","Angela MartinSteven FraserRachel DaviesMike HolcombeRick MugridgeDuncan PierceTom PoppendieckGiancarlo Succi","2005","http://link.springer.com/chapter/10.1007/11499053_42","Chapter"
"Exploring Empirically the Relationship between Lack of Cohesion and Testability in Object-Oriented Systems","Advances in Software Engineering","","","","10.1007/978-3-642-17578-7_9","Linda BadriMourad BadriFadel Toure","2010","http://link.springer.com/chapter/10.1007/978-3-642-17578-7_9","Chapter"
"Numeric Domains with Summarized Dimensions","Tools and Algorithms for the Construction and Analysis of Systems","","","","10.1007/978-3-540-24730-2_38","Denis GopanFrank DiMaioNurit DorThomas RepsMooly Sagiv","2004","http://link.springer.com/chapter/10.1007/978-3-540-24730-2_38","Chapter"
"Using Semantic Metrics to Predict Mutation Equivalence","Software Technologies","","","","10.1007/978-3-030-29157-0_1","Amani AyadImen MarsitNazih Mohamed OmriJiMeng LohAli Mili","2019","http://link.springer.com/chapter/10.1007/978-3-030-29157-0_1","Chapter"
"Automatic Extraction of Behavioral Models from Distributed Systems and Services","Evaluation of Novel Approaches to Software Engineering","","","","10.1007/978-3-642-54092-9_14","Ioana ŞoraDoru-Thom Popovici","2013","http://link.springer.com/chapter/10.1007/978-3-642-54092-9_14","Chapter"
"Incrementally Discovering Testable Specifications from Program Executions","Formal Methods for Components and Objects","","","","10.1007/978-3-642-17071-3_14","Neil WalkinshawJohn Derrick","2010","http://link.springer.com/chapter/10.1007/978-3-642-17071-3_14","Chapter"
"Deciphering the Main Research Themes of Software Validation – A Bibliographical Study","Advances in Computer Science and Information Technology","","","","10.1007/978-3-642-17857-3_42","Tsung Teng ChenYaw Han ChiuYen Ping Chi","2011","http://link.springer.com/chapter/10.1007/978-3-642-17857-3_42","Chapter"
"Integrating Performance Analysis in the Uintah Software Development Cycle","High Performance Computing","","","","10.1007/3-540-47847-7_17","J. Davison de St. GermainAlan MorrisSteven G. ParkerAllen D. MalonySameer Shende","2002","http://link.springer.com/chapter/10.1007/3-540-47847-7_17","Chapter"
"Integration Testing of Software Product Lines Using Compositional Symbolic Execution","Fundamental Approaches to Software Engineering","","","","10.1007/978-3-642-28872-2_19","Jiangfan ShiMyra B. CohenMatthew B. Dwyer","2012","http://link.springer.com/chapter/10.1007/978-3-642-28872-2_19","Chapter"
"An Integrated Framework to Guide Software Process Improvement in Small Organizations","Software Process Improvement","","","","10.1007/978-3-642-04133-4_18","Francisco J. PinoFélix GarcíaMario Piattini","2009","http://link.springer.com/chapter/10.1007/978-3-642-04133-4_18","Chapter"
"Conformance Testing of Open Interfaces in Healthcare Applications - Case Context Management","Interoperability of Enterprise Software and Applications","","","","10.1007/1-84628-152-0_38","Tanja ToroiJuha MykkänenAnne Eerola1","2006","http://link.springer.com/chapter/10.1007/1-84628-152-0_38","Chapter"
"Static Analysis of Safety Critical Software (Techniques, Tools, and Experiences)","Industrial Perspectives of Safety-critical Systems","","","","10.1007/978-1-4471-1534-2_11","Graham Buckle","1998","http://link.springer.com/chapter/10.1007/978-1-4471-1534-2_11","Chapter"
"Model-Based Testing of Object-Oriented Systems","Formal Methods for Components and Objects","","","","10.1007/978-3-540-39656-7_16","Bernhard Rumpe","2003","http://link.springer.com/chapter/10.1007/978-3-540-39656-7_16","Chapter"
"Lessons from the application of formal methods to the design of a storm surge barrier control system","FM’99 — Formal Methods","","","","10.1007/3-540-48118-4_30","Michel ChaudronJan TretmansKlaas Wijbrans","1999","http://link.springer.com/chapter/10.1007/3-540-48118-4_30","Chapter"
"Experience with FORTRAN VERIFIER","ESEC '87","","","","10.1007/BFb0022119","Reidar Conradi","1987","http://link.springer.com/chapter/10.1007/BFb0022119","Chapter"
"Introducing a software reuse culture in practice","Software Engineering Education","","","","10.1007/BFb0017639","Thomas GrechenigStefan Biffl","1994","http://link.springer.com/chapter/10.1007/BFb0017639","Chapter"
"Generating and Analyzing Symbolic Traces of Simulink/Stateflow Models","Computer Aided Verification","","","","10.1007/978-3-642-02658-4_33","Aditya KanadeRajeev AlurFranjo IvančićS. RameshSriram SankaranarayananK. C. Shashidhar","2009","http://link.springer.com/chapter/10.1007/978-3-642-02658-4_33","Chapter"
