"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"PODS — A project on diverse software","P. G. Bishop; D. G. Esp; M. Barnes; P. Humphreys; G. Dahll; J. Lahti","Central Electricity Research Laboratories, UK Central Electricity Generating Board, Surrey KT22 7SE, England; Central Electricity Research Laboratories, UK Central Electricity Generating Board, Surrey KT22 7SE, England; UK Atomic Energy Authority; UK Atomic Energy Authority; Institute for Energy; Technical Research Center of Finland","IEEE Transactions on Software Engineering","26 Sep 2012","1986","SE-12","9","929","940","A review of the Project on Diverse Software (PODS), a collaborative software reliability research project, is presented. The purpose of the project was to determine the effect of a number of different software development techniques on software reliability. The main objectives were to evaluate the merits of using diverse software, evaluate the specification language X-SPEX, and compare the productivity and reliability associated with high-level and low-level languages. A secondary objective was to monitor the software development process, with particular reference to the creation and detection of software faults. To achieve these objectives, an experiment was performed which simulated a normal software development process to produce three diverse programs to the same requirement. The requirement was for a reactor over-power protection (trip) system. After careful independent development and testing, the three programs were tested against each other in a special test harness to locate residual faults. The conclusions drawn from this project are discussed.","1939-3520","","10.1109/TSE.1986.6313048","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6313048","Fault classification;n-version programming;PODS;programming languages;reactor protection;software diversity;software faults;software reliability;specification languages;X","Software;Testing;Inductors;Specification languages;Software reliability;Documentation;Quality assurance","software reliability;specification languages","diverse software;Project on Diverse Software;PODS;software reliability research project;software development techniques;software reliability;diverse software;specification language X-SPEX;software development process;software faults;reactor over-power protection","","63","","","","26 Sep 2012","","","IEEE","IEEE Journals"
"A multinational case study on using diverse feedback types applied to introductory programming learning","D. S. Campos; A. J. Mendes; M. J. Marcelino; D. J. Ferreira; L. M. Alves","Center for Informatics and Systems, University of Coimbra, Coimbra, Portugal; Center for Informatics and Systems, University of Coimbra, Coimbra, Portugal; Center for Informatics and Systems, University of Coimbra, Coimbra, Portugal; Federal University of Goiás, Institute of Informatics, Goiânia, Brazil; Federal University of Goiás, Institute of Informatics, Goiânia, Brazil","2012 Frontiers in Education Conference Proceedings","18 Feb 2013","2012","","","1","6","Building written feedback, pedagogically sound, standardized and flexible enough to accommodate students who may be in different stages and learning curves is a complex and laborious task. In this paper, we describe a multinational case study involving diverse types of pedagogical feedback provided to Portuguese and Brazilian novice programming students. Programming errors, especially logical ones, can be used as a consistent metric for assessing learning. The research done looks for an innovative form to define content of several types of feedback. It also aims to create an efficient method for the discovery and mapping of students' logical programming errors. The results obtained so far using this approach are presented and analyzed.","2377-634X","978-1-4673-1352-0","10.1109/FIE.2012.6462412","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6462412","feedback;programming learning;logical errors;software testing;pedagogical rubric","Programming profession;Context;Software testing;Educational institutions;Complexity theory","computer aided instruction;computer science education;programming","multinational case study;diverse feedback types;introductory programming learning;written feedback;learning curves;laborious task;pedagogical feedback;Portuguese novice programming student;Brazilian novice programming student;student logical programming errors","","5","","15","","18 Feb 2013","","","IEEE","IEEE Conferences"
"Downsized testers use diverse new technologies","J. Eidnes","Honeywell Inc., St. Louis Park, MN, USA","AUTOTESTCON 93","6 Aug 2002","1993","","","585","590","Several diverse new technologies were brought together during the development of two downsized testers for the F-16 Central Air Data Computer. The small size, clean design, and ease of operation produced as a result of this project illustrated the effectiveness of integrating these new technologies into a single system. This paper discusses changes in the test station development process that were brought about by these new technologies.<<ETX>></ETX>","","0-7803-0646-5","10.1109/AUTEST.1993.396304","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=396304","","Hardware;Instruments;Military computing;Central air conditioning;Software testing;Microcomputers;Aerospace electronics;Software systems;Buildings;System testing","aircraft computers;automatic test equipment;automatic test software","downsized testers;ATE;F-16 Central Air Data Computer;test station development","","","","1","","6 Aug 2002","","","IEEE","IEEE Conferences"
"Literature survey of Ant Colony Optimization in software testing","B. Suri; S. Singhal","Comp Sc USIT, GGSIPU; IT JIMS, Rohini, GGSIPU","2012 CSI Sixth International Conference on Software Engineering (CONSEG)","10 Nov 2012","2012","","","1","7","Ant Colony Optimization (ACO) is a well known and rapidly evolving meta-heuristic technique. A large number of optimization problems have already taken advantage of the ACO technique while countless others are on their way. A copious amount of effort has also been put in by the researchers for applying ACO in solving various software testing problems. This paper presents a survey of twenty-one such studies, identified as relating to the use of ACO in diverse software testing concepts. To the best of our knowledge, no literature survey could be found published in the same context till date. Consequently, the twenty one studies have been rigorously analyzed to find some common parameters which can be grouped together or compared in order to provide a useful insight into the field.","","978-1-4673-2177-8","10.1109/CONSEG.2012.6349501","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6349501","","Software testing;Unified modeling language;Optimization;Software;Flow graphs;Data models","ant colony optimisation;program testing","literature survey;ant colony optimization;meta-heuristic technique;ACO technique;software testing problems","","10","","30","","10 Nov 2012","","","IEEE","IEEE Conferences"
"An empirical study on reliability modeling for diverse software systems","Xia Cai; M. R. Lyu","Dept. of Comput. Sci. & Eng., Chinese Univ. of Hong Kong, Shatin, China; Dept. of Comput. Sci. & Eng., Chinese Univ. of Hong Kong, Shatin, China","15th International Symposium on Software Reliability Engineering","24 Jan 2005","2004","","","125","136","Reliability and fault correlation are two main concerns for design diversity, yet empirical data are limited in investigating these two. In previous work, we conducted a software project with real-world application for investigation on software testing and fault tolerance for design diversity. Mutants were generated by injecting one single real fault recorded in the software development phase to the final versions. In this paper, we perform more analysis and experiments on these mutants to evaluate and investigate the reliability features in diverse software systems. We apply our project data on two different reliability models and estimate the reliability bounds for evaluation purpose. We also parameterize fault correlations to predict the reliability of various combinations of versions, and compare three different fault-tolerant software architectures.","1071-9458","0-7695-2215-7","10.1109/ISSRE.2004.6","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1383112","","Software systems;Fault tolerance;Application software;Reliability engineering;Software testing;Aerospace electronics;Computer science;Data engineering;Design engineering;Programming","software reliability;software architecture","software reliability modeling;fault correlation;software testing;fault tolerance","","3","","21","","24 Jan 2005","","","IEEE","IEEE Conferences"
"Efficiently represent diverse system field usage in reliability testing","P. J. M. Sonnemans; A. Balasubramanian; K. Kevrekedis; M. J. Newby","Eindhoven University of Technology, The Netherlands; Eindhoven University of Technology, The Netherlands; Eindhoven University of Technology, The Netherlands; City University London, UK","2008 Annual Reliability and Maintainability Symposium","15 May 2009","2008","","","132","136","This paper addresses the problem how to represent diverse field usage of professional systems in an efficient way, so that field usage can be incorporated in reliability tests. With diverse we mean the variability in system use in the field. Operational Profiles are constructed from system field data to represent system field use. A clustering technique is introduced and applied in a strategic way to reduce the diversity in describing diverse system use in the field. In this way testing effort could be reduced by a factor 87 while maintaining 70 % similarity with the original system field data.","0149-144X","978-1-4244-1460-4","10.1109/RAMS.2008.4925783","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4925783","reliability;testing;system use;operational profile;clustering;grouping;field performance","System testing;Biomedical imaging;Medical diagnostic imaging;Hospitals;Software testing;Maintenance;Reliability;Automotive engineering;Manufacturing;Medical services","life testing;reliability theory;statistical analysis","system reliability testing;diverse system field usage;professional systems;clustering technique","","1","","10","","15 May 2009","","","IEEE","IEEE Conferences"
"Measuring Effectiveness of Mutant Sets","R. Gopinath; A. Alipour; I. Ahmed; C. Jensen; A. Groce","Dept. of EECS, Oregon State Univ., Corvallis, OR, USA; Dept. of EECS, Oregon State Univ., Corvallis, OR, USA; Dept. of EECS, Oregon State Univ., Corvallis, OR, USA; Dept. of EECS, Oregon State Univ., Corvallis, OR, USA; Dept. of EECS, Oregon State Univ., Corvallis, OR, USA","2016 IEEE Ninth International Conference on Software Testing, Verification and Validation Workshops (ICSTW)","4 Aug 2016","2016","","","132","141","Redundancy in mutants, where multiple mutants end up producing the same semantic variant of a program, is a major problem in mutation analysis. Hence, a measure of effectiveness that accounts for redundancy is an essential tool for evaluating mutation tools, new operators, and reduction techniques. Previous research suggests using the size of the disjoint mutant set as an effectiveness measure. We start from a simple premise: test suites need to be judged on both the number of unique variations in specifications they detect (as a variation measure), and also on how good they are at detecting hard-to-find faults (as a measure of thoroughness). Hence, any set of mutants should be judged by how well it supports these measurements. We show that the disjoint mutant set has two major inadequacies -- the single variant assumption and the large test suite assumption -- when used as a measure of effectiveness in variation. These stem from its reliance on minimal test suites. We show that when used to emulate hard to find bugs (as a measure of thoroughness), disjoint mutant set discards useful mutants. We propose two alternatives: one measures variation and is not vulnerable to either the single variant assumption or the large test suite assumption, the other measures thoroughness. We provide a benchmark of these measures using diverse tools.","","978-1-5090-3674-5","10.1109/ICSTW.2016.45","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7528955","Mutation Analysis;Software Testing;Empirical Analysis;Theoretical Analysis","Size measurement;Conferences;Software testing;Redundancy;Computer bugs;Runtime;Software measurement","program debugging;program testing;software quality","large-test suite assumption;single variant assumption;bugs;disjoint mutant set;mutation tools;mutation analysis","","13","","31","","4 Aug 2016","","","IEEE","IEEE Conferences"
"Industrial Scale Passive Testing with T-EARS","D. Flemström; H. Jonsson; E. P. Enoiu; W. Afzal","Mälardalen University,Sweden; Mälardalen University,Bombardier Transportation AB,Sweden; Mälardalen University,Sweden; Mälardalen University,Sweden","2021 14th IEEE Conference on Software Testing, Verification and Validation (ICST)","24 May 2021","2021","","","351","361","Passive testing continuously observes the system or system execution logs without any interference or instrumentation to test diverse combinations of functions, resulting in a more thorough evaluation over time. However, reaching a working solution to passive testing is not without challenges. While there have been some efforts to extract information from system requirements to create passive test cases, to our knowledge, no such efforts are mature enough to be applied in a real, industrial safety-critical context. Our passive testing approach uses the Timed Easy Approach to Requirements Syntax (T-EARS) specification language and its accompanying tool-chain. This study reports challenges and solutions to introducing system-level passive testing for a vehicular safety-critical system through industrial data analysis, including 116 safety-related requirements. Our results show that passive testing using the T-EARS language and its tool-chain can be used for system-level testing in an industrial setting for 64% of the studied requirements. We identified several sources of false positive results and show how to tune test cases to reduce such false positives systematically. Finally, we show the requirement coverage achieved by a manual test session and that passive testing using T-EARS can find a set of injected faults that are considered hard to find with other test techniques.","2159-4848","978-1-7281-6836-4","10.1109/ICST49551.2021.00047","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9438550","software testing;passive testing;test case automation","Software testing;Data analysis;Instruments;Manuals;Interference;Syntactics;Software","data analysis;program testing;safety-critical software;software fault tolerance;specification languages","system requirements;industrial safety-critical context;vehicular safety-critical system;system-level testing;industrial scale passive testing;Timed Easy Approach to Requirements Syntax;T-EARS specification language;system-level passive testing","","","","26","","24 May 2021","","","IEEE","IEEE Conferences"
"Adaptable Design for Root Cause Analysis of a Model-Based Software Testing Process","M. Nieminen; T. Räty","Digital Syst. & Services, VTT Tech. Res. Centre of Finland, Oulu, Finland; Digital Syst. & Services, VTT Tech. Res. Centre of Finland, Oulu, Finland","2015 12th International Conference on Information Technology - New Generations","1 Jun 2015","2015","","","379","384","Model-Based Testing (MBT) is a method for automating software testing and improving fault detection by using an abstracted model of the system under test to systematically generate and execute test cases. One of the main challenges in MBT is the efficient locating of fundamental causes of errors, which can be achieved using root cause analysis. As MBT is being applied to many diverse domains using various tools and tool chains, tool adaptability is an important factor to consider. We define the design for an automated Root Cause Analyzer (RCA) tool adaptable for different MBT testing scenarios and environments. In our RCA design, analysis is configured using rules for evaluating output data of other MBT components. We present an example of RCA application for a case study in mobile telecommunications testing to demonstrate the integration and adapting of our design into an existing tool chain. Within the case study, the RCA tool is successful in locating causes of errors, and is able to interface with MBT components and exploit their data in analysis. The research is based on the constructive method of the related publications and technologies and the results are derived by the implemented RCA tool.","","978-1-4799-8828-0","10.1109/ITNG.2015.67","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7113502","Model-Based Testing;Root Cause Analysis;Rule-Based Analysis;Rule Generation;Adaptability","Testing;Data models;Unified modeling language;Analytical models;Databases;XML;Adaptation models","fault diagnosis;program testing;software fault tolerance","adaptable design;root cause analysis;model-based software testing process;automating software testing;fault detection;abstracted model;tool chains;root cause analyzer tool;automated RCA tool;MBT testing scenarios;RCA design;mobile telecommunication testing","","1","","16","","1 Jun 2015","","","IEEE","IEEE Conferences"
"How Effectively Does Metamorphic Testing Alleviate the Oracle Problem?","H. Liu; F. Kuo; D. Towey; T. Y. Chen","Australia-India Centre for Automation Software Engineering, RMIT University, Melbourne 3001 VIC, Australia; Faculty of Information and Communication Technologies, Swinburne University of Technology, Hawthorn 3122 VIC, Australia; Division of Computer Science, The University of Nottingham, Ningbo, China; Faculty of Information and Communication Technologies, Swinburne University of Technology, Hawthorn 3122 VIC, Australia","IEEE Transactions on Software Engineering","4 Mar 2014","2014","40","1","4","22","In software testing, something which can verify the correctness of test case execution results is called an oracle. The oracle problem occurs when either an oracle does not exist, or exists but is too expensive to be used. Metamorphic testing is a testing approach which uses metamorphic relations, properties of the software under test represented in the form of relations among inputs and outputs of multiple executions, to help verify the correctness of a program. This paper presents new empirical evidence to support this approach, which has been used to alleviate the oracle problem in various applications and to enhance several software analysis and testing techniques. It has been observed that identification of a sufficient number of appropriate metamorphic relations for testing, even by inexperienced testers, was possible with a very small amount of training. Furthermore, the cost-effectiveness of the approach could be enhanced through the use of more diverse metamorphic relations. The empirical studies presented in this paper clearly show that a small number of diverse metamorphic relations, even those identified in an ad hoc manner, had a similar fault-detection capability to a test oracle, and could thus effectively help alleviate the oracle problem.","1939-3520","","10.1109/TSE.2013.46","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6613484","Software testing;test oracle;oracle problem;metamorphic testing;metamorphic relation","Computer crashes;Software;Educational institutions;Software testing;Training;Benchmark testing","program diagnostics;program testing;software fault tolerance;software quality","metamorphic testing;oracle problem;software testing;metamorphic relations;software properties;program correctness;software analysis;fault-detection capability","","121","","42","IEEE","27 Sep 2013","","","IEEE","IEEE Journals"
